id_commande,id_client,ville,categorie,canal_achat,mode_paiement,age_client,genre,anciennete_client_jours,client_premium,quantite,prix_unitaire_fcfa,remise_pct,frais_livraison_fcfa,montant_total_fcfa,mois,jour_semaine,delai_livraison_jours,retard_livraison,satisfaction_1_5,satisfait,retour_produit
CMD200051,CLI11511,Atakpamé,Électronique,Site web,Espèces à la livraison,39.0,F,1013.0,0,2,41222,9.9,3007,77289,3,Sam,1.9,0,3,0,0
CMD200052,CLI10882,Lomé,Maison,Site web,Mobile Money,54.0,F,1271.0,1,3,1500,10.0,1207,5257,3,Sam,4.4,0,4,1,0
CMD200053,CLI11269,Lomé,Mode,Réseaux sociaux,Mobile Money,43.0,F,72.0,1,2,14993,5.8,1776,30023,7,Dim,3.0,0,4,1,0
CMD200054,CLI10951,Kara,Maison,Application mobile,Espèces à la livraison,39.0,F,14.0,0,2,41104,0.0,3481,85689,5,Jeu,,1,4,1,0
CMD200055,CLI11227,Kara,Mode,Site web,Espèces à la livraison,30.0,F,56.0,0,2,5184,7.0,3537,13179,12,Sam,2.8,0,4,1,0
CMD200056,CLI11430,Dapaong,Beauté,Réseaux sociaux,Mobile Money,37.0,F,285.0,0,3,1500,0.0,3736,8236,10,Dim,5.7,1,4,1,0
CMD200057,CLI10337,Dapaong,Électronique,Application mobile,Espèces à la livraison,18.0,F,143.0,0,1,28790,9.0,4648,30847,6,Sam,4.2,0,5,1,0
CMD200058,CLI11596,Atakpamé,Mode,Application mobile,Espèces à la livraison,18.0,H,975.0,0,3,15028,0.0,2570,47654,4,Sam,,0,4,1,0
CMD200059,CLI10676,Sokodé,Mode,Application mobile,Mobile Money,19.0,F,786.0,0,3,15035,7.3,2345,44157,7,Lun,2.9,0,4,1,0
CMD200060,CLI10859,Lomé,Mode,Application mobile,Mobile Money,24.0,H,310.0,0,1,10068,0.0,2038,12106,10,Ven,1.7,0,5,1,0
CMD200061,CLI10441,Lomé,Mode,Réseaux sociaux,Espèces à la livraison,32.0,F,1925.0,0,3,12276,0.0,2159,38987,5,Sam,1.3,0,5,1,0
CMD200062,CLI11394,Lomé,Beauté,Application mobile,Espèces à la livraison,35.0,H,615.0,0,3,7801,6.5,2207,24089,9,Dim,2.0,0,4,1,0
CMD200063,CLI10368,Lomé,Mode,Site web,Mobile Money,35.0,H,558.0,0,2,20538,5.9,1390,40043,6,Ven,3.5,0,5,1,0
CMD200064,CLI11104,Sokodé,Électronique,Site web,Mobile Money,38.0,F,146.0,1,2,21952,5.1,3270,44935,8,Jeu,3.4,0,5,1,0
CMD200065,CLI10620,Sokodé,Alimentaire,Site web,Mobile Money,,H,476.0,1,2,8589,15.2,2774,17341,6,Lun,2.7,0,5,1,0
CMD200066,CLI11007,Lomé,Maison,Réseaux sociaux,Mobile Money,31.0,H,378.0,0,1,14401,0.0,1260,15661,4,Sam,0.9,0,4,1,0
CMD200067,CLI10899,Lomé,Téléphonie,Site web,Mobile Money,29.0,F,308.0,0,3,47312,9.5,1118,129570,12,Sam,4.4,0,3,0,0
CMD200068,CLI11085,Kpalimé,Beauté,Application mobile,Mobile Money,45.0,H,820.0,0,4,6211,0.0,1903,26747,12,Sam,2.7,0,4,1,1
CMD200069,CLI10867,Sokodé,Beauté,Application mobile,Espèces à la livraison,20.0,H,11.0,0,1,9163,0.0,1998,11161,10,Mer,2.7,0,5,1,1
CMD200070,CLI10481,Lomé,Maison,Application mobile,Espèces à la livraison,40.0,H,11.0,0,4,29094,0.0,1216,117592,11,Dim,3.2,0,4,1,0
CMD200071,CLI11212,Lomé,Alimentaire,Application mobile,Mobile Money,26.0,H,492.0,0,2,13668,5.3,1244,27131,5,Sam,0.6,0,3,0,0
CMD200072,CLI11542,Lomé,Alimentaire,Application mobile,Carte bancaire,18.0,F,127.0,1,2,9575,5.8,1395,19434,2,Dim,3.1,0,4,1,0
CMD200073,CLI10004,Kpalimé,Mode,Réseaux sociaux,Mobile Money,18.0,F,277.0,1,1,1500,15.9,2673,3934,2,Ven,2.3,0,4,1,0
CMD200074,CLI10399,Dapaong,Maison,Application mobile,Mobile Money,28.0,F,83.0,1,1,12547,18.7,3147,13348,4,Jeu,2.6,0,5,1,1
CMD200075,CLI10279,Lomé,Alimentaire,Application mobile,Mobile Money,36.0,F,354.0,0,2,6411,0.0,1017,13839,12,Lun,2.1,0,3,0,0
CMD200076,CLI10345,Dapaong,Mode,Réseaux sociaux,Mobile Money,28.0,H,98.0,0,1,9482,9.8,4167,12720,4,Mar,5.8,1,3,0,0
CMD200077,CLI10625,Kpalimé,Mode,Application mobile,Mobile Money,30.0,F,125.0,0,2,9079,2.8,2817,20467,6,Ven,4.9,0,5,1,1
CMD200078,CLI10455,Lomé,Alimentaire,Site web,Carte bancaire,33.0,F,279.0,0,2,5632,0.0,1451,12715,3,Lun,5.1,1,5,1,0
CMD200079,CLI10826,Kara,Électronique,Application mobile,Mobile Money,39.0,H,42.0,0,1,57537,0.0,3355,60892,5,Mar,3.8,0,5,1,0
CMD200080,CLI11448,Sokodé,Électronique,Site web,Mobile Money,30.0,F,,1,1,79335,16.4,2388,68712,1,Dim,6.1,1,4,1,0
CMD200081,CLI11222,Sokodé,Électronique,Site web,Mobile Money,34.0,F,507.0,0,3,79778,4.5,2509,231073,12,Ven,3.6,0,5,1,0
CMD200082,CLI11706,Sokodé,Mode,Réseaux sociaux,Mobile Money,54.0,F,104.0,0,1,3447,0.0,2720,6167,10,Ven,2.6,0,4,1,1
CMD200083,CLI10179,Dapaong,Alimentaire,Réseaux sociaux,Espèces à la livraison,18.0,H,77.0,1,4,7999,19.0,3262,29179,8,Sam,3.0,0,4,1,0
CMD200084,CLI11545,Lomé,Alimentaire,Réseaux sociaux,Mobile Money,18.0,H,2.0,1,1,4408,9.2,1732,5734,5,Sam,4.8,0,5,1,0
CMD200085,CLI10522,Atakpamé,Électronique,Site web,Mobile Money,33.0,H,543.0,0,3,22630,0.0,2335,70225,3,Jeu,1.6,0,4,1,0
CMD200086,CLI11188,Lomé,Alimentaire,Site web,Mobile Money,33.0,F,682.0,0,4,6345,0.0,1875,27255,7,Sam,3.7,0,4,1,0
CMD200087,CLI10058,Kara,Mode,Application mobile,Mobile Money,32.0,F,76.0,0,2,11786,0.0,4392,27964,1,Sam,2.5,0,3,0,0
CMD200088,CLI10353,Lomé,Alimentaire,Réseaux sociaux,Espèces à la livraison,18.0,F,89.0,0,4,10614,0.0,1901,44357,5,Ven,1.5,0,5,1,0
CMD200089,CLI10716,Lomé,Mode,Site web,Mobile Money,29.0,H,1387.0,0,4,23362,0.0,940,94388,4,Mar,2.7,0,4,1,0
CMD200090,CLI10959,Lomé,Beauté,Site web,Mobile Money,33.0,F,683.0,0,3,3138,2.5,1978,11157,5,Lun,3.5,0,5,1,0
CMD200091,CLI10929,Kara,Mode,Réseaux sociaux,Carte bancaire,22.0,F,181.0,0,4,25908,3.6,3130,103031,2,Mar,5.1,1,4,1,0
CMD200092,CLI10312,Lomé,Maison,Application mobile,Mobile Money,29.0,H,762.0,1,1,24676,8.2,1842,24495,2,Dim,,0,4,1,0
CMD200093,CLI10320,Lomé,Mode,Application mobile,Mobile Money,28.0,F,533.0,0,3,16499,0.0,1002,50499,9,Ven,3.7,0,4,1,0
CMD200094,CLI10727,Dapaong,Mode,Site web,Espèces à la livraison,43.0,H,119.0,1,1,10889,8.8,4148,14079,3,Mer,5.8,1,4,1,0
CMD200095,CLI11141,Lomé,Alimentaire,Site web,Mobile Money,41.0,H,8.0,0,1,4661,0.0,1609,6270,8,Dim,0.9,0,4,1,0
CMD200096,CLI11579,Kpalimé,Maison,Site web,Mobile Money,22.0,H,215.0,0,3,1500,0.0,2047,6547,8,Jeu,1.0,0,4,1,0
CMD200097,CLI10575,Sokodé,Alimentaire,Application mobile,Mobile Money,37.0,H,288.0,0,1,3862,0.0,2758,6620,8,Jeu,,0,3,0,0
CMD200098,CLI10872,Lomé,Maison,Application mobile,Mobile Money,34.0,F,644.0,0,3,34399,0.0,1703,104900,5,Sam,2.4,0,4,1,0
CMD200099,CLI11671,Lomé,Mode,Réseaux sociaux,Espèces à la livraison,23.0,H,457.0,0,2,26262,0.0,1881,54405,12,Mer,3.2,0,4,1,0
CMD200100,CLI11346,Lomé,Mode,Application mobile,Mobile Money,21.0,H,845.0,1,3,20045,19.9,1364,49532,1,Ven,1.0,0,4,1,0
CMD200101,CLI11601,Lomé,Alimentaire,Réseaux sociaux,Mobile Money,18.0,F,941.0,0,2,11378,5.1,798,22393,8,Lun,0.5,0,5,1,0
CMD200102,CLI11330,Atakpamé,Beauté,Site web,Mobile Money,45.0,H,174.0,0,1,1518,7.7,2635,4036,5,Dim,5.3,1,4,1,0
CMD200103,CLI10279,Kpalimé,Électronique,Site web,Mobile Money,19.0,F,705.0,1,2,68412,14.4,2358,119479,7,Lun,5.0,0,5,1,0
CMD200104,CLI10236,Sokodé,Beauté,Application mobile,Carte bancaire,32.0,F,8.0,0,1,12365,0.0,2932,15297,8,Lun,1.9,0,5,1,0
CMD200105,CLI10666,Lomé,Mode,Application mobile,Espèces à la livraison,18.0,H,588.0,0,3,34222,,1279,103945,8,Mer,1.1,0,5,1,0
CMD200106,CLI11315,Sokodé,Alimentaire,Site web,Mobile Money,21.0,F,58.0,1,2,5955,16.2,3447,13428,7,Lun,6.1,1,4,1,0
CMD200107,CLI10843,Sokodé,Téléphonie,Réseaux sociaux,Mobile Money,36.0,F,477.0,0,4,76664,0.0,2629,309285,5,Ven,2.4,0,4,1,0
CMD200108,CLI11425,Sokodé,Maison,Site web,Espèces à la livraison,33.0,H,,0,3,35290,0.0,2605,108475,4,Mer,3.9,0,4,1,0
CMD200109,CLI10832,Lomé,Électronique,Site web,Mobile Money,38.0,H,192.0,0,1,15586,10.0,1788,15815,8,Mer,0.5,0,5,1,0
CMD200110,CLI10122,Lomé,Mode,Application mobile,Mobile Money,18.0,F,826.0,0,4,18171,4.6,1272,70613,7,Ven,1.8,0,3,0,0
CMD200111,CLI11158,Lomé,Électronique,Application mobile,Espèces à la livraison,51.0,H,435.0,0,1,62136,0.0,1363,63499,1,Sam,2.5,0,4,1,0
CMD200112,CLI11561,Kara,Téléphonie,Application mobile,Espèces à la livraison,46.0,F,109.0,0,1,94525,3.8,3371,94304,8,Dim,,1,4,1,0
CMD200113,CLI11544,Sokodé,Mode,Site web,Carte bancaire,29.0,H,244.0,0,3,9322,0.0,2403,30369,11,Lun,2.5,0,4,1,0
CMD200114,CLI10332,Lomé,Mode,Application mobile,Espèces à la livraison,38.0,F,162.0,0,2,6924,7.3,1627,14464,12,Sam,2.2,0,2,0,0
CMD200115,CLI11279,Kpalimé,Électronique,Réseaux sociaux,Mobile Money,37.0,F,28.0,0,1,52108,0.0,970,53078,1,Lun,4.3,0,5,1,0
CMD200116,CLI11561,Lomé,Téléphonie,Site web,Espèces à la livraison,30.0,H,504.0,1,3,88373,12.0,1743,235048,1,Mer,3.6,0,4,1,0
CMD200117,CLI11632,Lomé,Mode,Application mobile,Espèces à la livraison,31.0,F,21.0,0,2,27374,0.0,1776,56524,4,Jeu,4.7,0,4,1,0
CMD200118,CLI10818,Kara,Électronique,Site web,Espèces à la livraison,41.0,H,75.0,0,1,21200,2.5,2335,23005,5,Sam,1.0,0,3,0,0
CMD200119,CLI10376,Lomé,Téléphonie,Site web,Mobile Money,27.0,H,1226.0,0,4,61489,0.0,1490,247446,11,Jeu,2.3,0,5,1,0
CMD200120,CLI11351,Sokodé,Beauté,Réseaux sociaux,Espèces à la livraison,25.0,F,364.0,0,3,7765,0.0,2744,26039,12,Lun,1.7,0,4,1,0
CMD200121,CLI10088,Lomé,Mode,Site web,Espèces à la livraison,24.0,H,285.0,1,4,15950,18.7,1628,53497,12,Jeu,4.4,0,5,1,0
CMD200122,CLI10972,Lomé,Électronique,Application mobile,Espèces à la livraison,52.0,H,521.0,0,2,18360,9.4,1128,34396,1,Sam,3.8,0,5,1,0
CMD200123,CLI10637,Kara,Maison,Application mobile,Carte bancaire,28.0,H,445.0,0,4,19966,0.0,2946,82810,5,Lun,5.0,0,4,1,0
CMD200124,CLI10841,Dapaong,Maison,Site web,Mobile Money,22.0,F,107.0,0,1,28124,0.0,3847,31971,8,Mar,3.7,0,4,1,0
CMD200125,CLI10432,Lomé,Électronique,Site web,Espèces à la livraison,33.0,F,117.0,0,2,94312,0.0,1762,190386,11,Mar,0.6,0,4,1,0
CMD200126,CLI10830,Lomé,Maison,Site web,Mobile Money,,H,195.0,0,1,20404,3.3,2175,21906,2,Dim,3.7,0,4,1,1
CMD200127,CLI10869,Lomé,Électronique,Site web,Mobile Money,35.0,F,527.0,0,4,53261,0.0,1838,214882,9,Ven,2.8,0,5,1,0
CMD200128,CLI10289,Lomé,Téléphonie,Application mobile,Mobile Money,47.0,F,38.0,1,4,56656,17.1,820,188691,10,Jeu,4.2,0,4,1,0
CMD200129,CLI10294,Sokodé,Beauté,Réseaux sociaux,Espèces à la livraison,28.0,H,24.0,0,2,10421,0.0,3001,23843,4,Sam,4.0,0,3,0,0
CMD200130,CLI11620,Sokodé,Alimentaire,Réseaux sociaux,Mobile Money,18.0,H,98.0,0,4,3709,4.3,3018,17216,9,Mer,5.0,0,3,0,0
CMD200131,CLI10326,Lomé,Électronique,Application mobile,Mobile Money,31.0,F,13.0,0,1,58569,0.0,1760,60329,11,Sam,1.5,0,4,1,0
CMD200132,CLI10888,Lomé,Téléphonie,Réseaux sociaux,Mobile Money,18.0,F,137.0,0,4,110791,0.0,1961,445125,3,Sam,3.2,0,4,1,0
CMD200133,CLI11673,Lomé,Maison,Application mobile,Espèces à la livraison,40.0,H,404.0,0,3,17520,0.0,1446,54006,1,Lun,2.5,0,5,1,0
CMD200134,CLI10570,Lomé,Mode,Réseaux sociaux,Mobile Money,18.0,F,16.0,0,6,12017,0.0,1782,73884,6,Mar,2.8,0,4,1,0
CMD200135,CLI11768,Lomé,Beauté,Site web,Mobile Money,36.0,F,46.0,0,3,4190,0.0,1802,14372,6,Sam,3.7,0,5,1,0
CMD200136,CLI10793,Lomé,Beauté,Application mobile,Mobile Money,49.0,H,1029.0,1,2,16822,11.9,2414,32054,3,Ven,2.9,0,5,1,0
CMD200137,CLI11050,Dapaong,Beauté,Application mobile,Espèces à la livraison,48.0,F,556.0,0,4,3248,0.0,3596,16588,3,Ven,0.5,0,5,1,0
CMD200138,CLI11074,Lomé,Beauté,Site web,Mobile Money,32.0,H,304.0,0,3,10043,3.2,987,30152,3,Lun,1.8,0,3,0,0
CMD200139,CLI10803,Sokodé,Téléphonie,Application mobile,Mobile Money,32.0,F,234.0,0,2,1500,0.0,2240,5240,5,Dim,3.1,0,4,1,0
CMD200140,CLI10190,Lomé,Électronique,Application mobile,Mobile Money,37.0,F,498.0,0,3,53302,0.0,966,160872,5,Sam,1.6,0,4,1,1
CMD200141,CLI11676,Lomé,Maison,Application mobile,Mobile Money,25.0,F,8.0,0,2,36244,0.0,1317,73805,2,Ven,3.0,0,5,1,0
CMD200142,CLI10599,Kpalimé,Électronique,Site web,Mobile Money,46.0,H,396.0,0,2,22980,0.0,1983,47943,12,Mar,2.8,0,4,1,0
CMD200143,CLI10020,Lomé,Électronique,Application mobile,Espèces à la livraison,31.0,H,90.0,1,1,72304,10.5,1492,66204,12,Lun,0.5,0,4,1,0
CMD200144,CLI10608,Lomé,Mode,Application mobile,Mobile Money,34.0,F,54.0,0,6,12248,0.0,1981,75469,5,Sam,4.6,0,4,1,0
CMD200145,CLI11266,Lomé,Mode,Application mobile,Espèces à la livraison,25.0,H,924.0,0,3,21014,0.0,1884,64926,10,Jeu,4.9,0,4,1,0
CMD200146,CLI10138,Sokodé,Téléphonie,Application mobile,Espèces à la livraison,25.0,H,306.0,1,2,51436,9.3,2966,96271,3,Dim,4.3,0,3,0,0
CMD200147,CLI11332,Dapaong,Électronique,Application mobile,Espèces à la livraison,35.0,F,284.0,0,1,1500,0.0,3938,5438,10,Mar,7.7,1,2,0,0
CMD200148,CLI11694,Atakpamé,Électronique,Application mobile,Espèces à la livraison,30.0,F,996.0,1,5,31401,18.5,2490,130449,3,Ven,4.4,0,4,1,0
CMD200149,CLI11198,Lomé,Beauté,Réseaux sociaux,Mobile Money,,H,210.0,0,3,17996,7.1,1880,52035,9,Mer,1.3,0,4,1,0
CMD200150,CLI10849,Kara,Mode,Application mobile,Espèces à la livraison,53.0,F,377.0,0,3,22469,8.8,3126,64601,3,Jeu,5.1,1,3,0,0
CMD200151,CLI10886,Kpalimé,Mode,Site web,Espèces à la livraison,38.0,H,626.0,0,1,6099,5.4,2724,8494,1,Sam,2.7,0,3,0,0
CMD200152,CLI10110,Lomé,Maison,Site web,Mobile Money,33.0,F,45.0,0,4,12065,0.0,1297,49557,12,Mar,4.1,0,4,1,0
CMD200153,CLI11148,Kara,Mode,Application mobile,Mobile Money,22.0,F,674.0,0,4,8428,,3587,37299,9,Lun,3.4,0,3,0,0
CMD200154,CLI10206,Lomé,Téléphonie,Site web,Mobile Money,21.0,F,44.0,0,3,73322,,1964,221930,9,Jeu,0.5,0,3,0,0
CMD200155,CLI11545,Lomé,Maison,Application mobile,Espèces à la livraison,18.0,F,330.0,1,3,10242,18.9,1194,26113,11,Ven,5.3,1,4,1,0
CMD200156,CLI11797,Kara,Maison,Application mobile,Mobile Money,29.0,F,2091.0,0,1,34275,6.5,3153,35200,12,Mar,1.5,0,4,1,0
CMD200157,CLI10514,Lomé,Électronique,Site web,Mobile Money,30.0,H,662.0,0,3,53535,0.0,1577,162182,1,Ven,,0,4,1,0
CMD200158,CLI10328,Kara,Téléphonie,Site web,Espèces à la livraison,26.0,F,977.0,0,1,77454,3.4,2938,77759,12,Lun,2.7,0,4,1,0
CMD200159,CLI11561,Lomé,Alimentaire,Application mobile,Mobile Money,39.0,F,1425.0,0,2,4595,0.0,1448,10638,5,Mar,2.9,0,4,1,0
CMD200160,CLI10464,Lomé,Maison,Application mobile,Mobile Money,33.0,H,114.0,0,2,17311,0.0,1388,36010,9,Sam,0.5,0,4,1,0
CMD200161,CLI10754,Sokodé,Beauté,Application mobile,Espèces à la livraison,18.0,F,38.0,1,2,3742,16.5,2813,9062,6,Mar,4.9,0,4,1,0
CMD200162,CLI10748,Lomé,Alimentaire,Site web,Mobile Money,43.0,H,598.0,0,2,12437,0.0,1292,26166,7,Jeu,,0,4,1,0
CMD200163,CLI10597,Lomé,Alimentaire,Application mobile,Mobile Money,60.0,F,23.0,0,3,17424,0.0,1786,54058,2,Ven,3.2,0,4,1,0
CMD200164,CLI11195,Lomé,Mode,Application mobile,Mobile Money,43.0,H,89.0,0,3,14674,4.1,1359,43576,10,Ven,1.9,0,5,1,0
CMD200165,CLI10112,Dapaong,Beauté,Application mobile,Espèces à la livraison,33.0,F,458.0,0,3,17614,4.8,3338,53644,8,Mar,3.8,0,4,1,0
CMD200166,CLI10399,Sokodé,Téléphonie,Application mobile,Espèces à la livraison,38.0,H,202.0,0,3,145570,5.5,2253,414944,12,Mer,,0,4,1,0
CMD200167,CLI11732,Atakpamé,Mode,Site web,Mobile Money,43.0,F,610.0,1,1,1860,17.1,3143,4685,5,Mer,3.5,0,5,1,0
